v1,v2
spam,Required CALLERS PROCESS: 1.Inbound: Good Comp Skills-40 2.Sales: Min 6mth Exp-90 in Kirti Ngr   Nr Metro Station SALARY: 5-6K +Incentive Call: 9899212515
spam,Requested service has been activated on your number. Since your phone does not support download of settings   pls call 12118 for help on manual configuration of settings
spam,Request timed out. Code=934 Tid=020003436559
spam,Request timed out. Code=934 Tid=020003436080
spam,World cup Special !!! Listen to latest cricket score of ongoing match when U call someone. Dial *646*444# and activate Cricket Mytunes now!!! Charges apply.
spam,It s Never Too Late! Want to know the age of the world s oldest newlyweds? ^Yes/No Your replies to Blyk on Aircel are always free. 
spam,Req.CCE/Sr CCE 10+2/Grad/Fresher/Intl.Exp UK Survey with good Eng & Comm Skills 11-20k+ upto 20k Cash Inctv Walk-in@D-67  Okhla Phase-I #40523080 9958677109
spam,Reputed Vehicle Security Company requires 100+ marketing agents in Delhi/NCR. 10k/mth +Incentives   apply now send your updated resume at hr@phoenixsecure.in
spam,Reply with your year of birth to know your Chinese horoscope. e.g. 1980 ^Your Year of Birth All your replies to Blyk on Aircel are free.
spam,Repairs Car Scratches Like Magic for any color car!Make your car shine again. As Seen on TV.MRP 2400/- Offer price 990/- only. sms ANAND 53 to 5757576
spam,Repairs Car Scratches Like Magic for any color car! Make your car shine again. As Seen on TV. MRP 2400/- Offer price 990/- sms ANAND 64 to 5757576
spam,Rental  Helpline  9999991155 1000-100  000 sq.ft. In Noida & Gr.Noida  OFFICE & INDUSTRIAL Use Goldenberg estates pvt.ltd. sandeep@goldenberg.in 999 999 1155
spam,Remove Ur Car Scratches Within Minute! With MAGIC CAR SCRATCH REMOVER PEN (Any Car/Any Colour) As Seen on TV Rs.2400 Offer Price 599 Booking Sms: MAGIC to 56767
spam,Reliance Laya Hai Apke Liye Special Callertune Chunne Ka Mauka    Bas Dial Karein 9312000123  Bilkul Free.Reliance
spam,RELIANCE HI-SPEED DATACARD Rs.1599 UNLIMITED PLAN @750 PAY Rs.149 & GET LAPTOP BAG + 6GIFT CALL - 9381760004 www.netclubindia.com
spam,Reliance Datacard @1599 UNLIMITED PLAN@750 PAY RS.149 & GET LAPTOP BAG + 6GIFT CALL-9382222111 www.netclubindia.com
spam,Christmas Destinations Want to celebrate Christmas at one of the best destinations in the world? Choose a location that suits your budget. 1) Europe 2) India 3) Asia ^1/2/3 All your replies to Blyk on Aircel are free.
spam,World Cup Promo only for U!E-Rech Rs305 &Get FULL TT Rs305 Also FREE LocR-R min equal to next days Highest Batsman Score(Credit in 72 Hrs  valid 5day).Reliance
spam,Reliance 2G datacard in 1500/-speed upto   3.1mbps  Unlimited downloading plan   available & 3G datacard in 2500/-speed upto   7.2 mbps pls call-8826000951
spam,Relax & Rejuvenate with fish therapy at HAPPY FEET   Rs 199 for Rs 400 worth of Pedicure & Manicure. To get the deal   visit www.snapdeal.com
spam,Relatives Visiting? Take them sight seeing in a comfortable cab.  Call Meru on 44224422 or log on to www.merucabs.com - Meru Cabs   Delhi
spam,Registration open for CA-CPT classes for June attempt at M.K.GUPTA CA CLASSES. Classes at RaniBagh & LaxmiNagar. Book ur seat before u r late. Call 9811429230
spam,Register for Tata Indicom Extra account to avoid buying Wi-Fi card every time you travel. To register logon to www.tataindicomwifi.in now.
spam,Refer to Pg 2 of todays Hindustan Times UNIVERSAL GROUP launches shops in MARKET SQUARE at Golf Course Extn Road  Gurgaon Vishal Batra Investments 9810193057
spam,REE Reebok Classic White formal Men Shirt MRP Rs 1599 for members.Just pay Rs 499 as delivery charges.To Order SMS TRMS to 567678. TnC appl
spam,REE PoloClub watch for 500 earlybirds spending Rs 2000+ on HDFCBank DebitCard in a week.Week starts every Thu.Win every week till 30Sep.T&
spam,REE opening & Lower brokerage on Sharekhan's Trading & Demat a/c. Valid on all AMC plans. sms SK to 56070 for more T&C Appl
spam,A British Landmark What is the name of the Formula One circuit that hosts the British Grand Prix? 1) Silverstone 2) Monza 3) Interlagos ^1/2/3 Reply to get a video clip.
spam,ree offer on m.facebook.com is only till 31-Aug-10. With effect from 1-Sep-10 you will be charged at 30paise/20KB for browsing m.facebook.com
spam,Your wait is over! Releasing limited Golf Plots on X-way by reputed developer. 150sqyd onward. For priority booking sms WA to 56677
spam,World Cup OFFER!Aaj Rechg karein Rs305 aur payein Rs305 ka TT(Core TT:274.52) + kal sbse adhik balebaz k score jitna free Loc R-R  min jiski Vldty5din.Relianc
spam,ree gifts wrth Rs 9929 on Whirlpool Purefresh Water RO Purifier.Buy at Rs13999only.Certified by Water Quality Association of USA.SMS PEBC to 52424.TnC appl
spam,REE GIFT worth Rs.440 waiting for you! SAVE the Free internet settings you receive and download content of Rs.440 TOTALLY FREE.Only for new Idea Fresh users
spam,REE Gift this festive season fr members.Get FREE BENETTON WRIST WATCH MRP2600.Only pay Rs499 handling charges on delivery.To claim sms TWCH to 567678.TnC appl
spam,REE Gift this festive season fr members.Get FREE BENETTON WRIST WATCH MRP2600.Only pay Rs499 handling charges on delivery.To claim sms TWCH to 53636.TnC appl
spam,REE Gift for members only! Get FREE BENETTON WRIST WATCH MRP2600.Only pay Rs499 handling charges on delivery.To claim sms TWCH to 53636.TnC appl
spam,REE Drinks of Rs 2000 & 1Yr Membership of top 14 Resto-Bar of Delhi NCR & Get Discount 50%Drink+20% on Food Just 1999 to get Detail sms DNDC to 5303
spam,REE Designer SATYA PAUL Mens leather Wallet MRP Rs 1295 for members. Just pay Rs 399 as delivery charges. To Claim ur gift sms TSM to 567678. TnC appl
spam,Which Superhero? Check out the attached pic- can you guess which popular DC Comic superhero wears this symbol? 1) Superman 2) Batman 3) Green Lantern ^1/2/3 All your interactions to Blyk on Aircel are free.
spam,REE 3 Encyclopedia Britannica CD-ROMs set MRP Rs 1197. Just pay Rs 399 as handling charges on Gift Delivery.To Claim ur gift sms EBC to 53636.TnC appl
spam,Reduce Upto 6 Kgs in 30 Days with *ORIGINAL SAUNA SLIM BELT* MRP 1499 Com Direct Price 750 Book today & Get Acupressure Mat Free! For Booking Sms: SLIM to 57333
spam,Reduce Upto 5Kgsin Just 4 Weeks!with New 3 in 1SUANA SLIM BELTMRP.2499Com Direct Price 999+ 300 worthPocket GYM Rope FREEFor Booking Sms:SLIM  to 57333
spam,World Cup me baki bas 12 din! Har Matche ka Romanch Boundary ho ya Six payen score alerts aapke mobile par sirf Rs5/day me! Dial Karen *567*877# (Toll Free)
spam,Reduce Fat(8 inch)use*VIBRATION BELT(Rs.999) SAUNA SLIM BELT(Rs.650) NCR(Rs.50 More)+Free Yoko For Delivery Ph;9717268132/9311311973
spam,Rediscover the deeper meaning of life and the means to attain true peace. Understand the essence of being a true Sikh. Sms JOIN GURUBANI to 09219592195
spam,Recruitment open in LIC. Earn Full time part time Service class   business man   house wife   student   retired person may earn 5000 to 50000/month.Call-9211235600
spam,Recharge your MTS Data card connection at the convenience of your doorstep! To order call 9143900014/15/16 or Recharge online www.mtsindia.in/recharge.html
spam,Recharge with Rs47 and get 500 Local/National SMS/day for 30 days
spam,Recharge with Rs12  get Rs8.9 TALKTIME instantly PLUS make All Local calls at only 30p/min for 30 days between 11pm and 6pm! Tariff benefit in 48hrs of Recharge!
spam,Friday Releases Some fun movies releasing this Friday in cinemas...pick an option: 1) Pyaar Ka Punchnama 2) 404 3) Pirates Of The Caribbean ^1/2/3 Reply to get a photo/video clip and synopsis.
spam,Recharge Rs75 & get Full Talk Time of Rs75 with Unlimited validity .Recharge Now & Stay Connected with AIRCEL.T&C Apply.
spam,World Cup ke liye India tyaar hai aur ab aap bhi ho jaiye. subscribe kariye cricket alert by dialing *234*100# (Rs.30/mth) ya dial 5800032 (toll free).
spam,Recharge Rs75 & get Full Talk Time of Rs75 with Unlimited validity .Recharge Now & Stay Connected with AIRCEL.T&C Apply
spam,WORLD CUP DHAMAKA - now get your new Airtel DTH connection + free installation @ Rs.999 & avail special benefits. To order SMS DTH to 575758. T&C apply
spam,Recharge Rs255 from your mobile using mChek on Airtel & get Rs 355 talktime.Click on www.mchek.com/mchekonairtel for FREE download.Offer ends 5 Sept.
spam,Recharge Rs111 & get Full Talk Time of Rs111 with Unlimited validity .Recharge Now & Stay Connected with AIRCEL.T&C Apply.
spam,Recharge Rs111 & get Full Talk Time of Rs111 with Unlimited validity .Recharge Now & Stay Connected with AIRCEL.T&C Apply
spam,WORLD CUP DHAMAKA - now get your new Airtel DTH connection + free installation @ Rs.999 & avail special benefits. To buy SMS ADTH to 56070. T&C Apply
spam,World Class E-Housing by top Builder at unbeatable price&location in Sec.137 Noida expway A?2640* PSF Unparallel amenities  Finance frm all banks cal 95822229#
spam,Recharge Alert from MTS: Validity of expiry on your MTS Data Card has already EXPIRED. Recharge with monthly STVs to continue usage - MTS
spam,Feeling Low? Do you feel you lack confidence in yourself? ^Yes/No Reply to get tips on how to build your self-esteem.
spam,Recharge Alert from MTS : Validity of expiry on your MTS Data Card has already EXPIRED. Recharge with monthly STVs to continue usage - MTS
spam,Receive money through mobile banking. Provide mobile no+MMID (9002158) for your a/c XXXXXXX9424 to remitter. For info call 1800-11-2211/visit www.sbi.co.in
spam,reat News! TICKET TO THAILAND -Extended till 27-2-10 with 6.50Lac Alredy qualfiars will get 3moere gift if they do 3Lac b/w 22th-28thFeb'10-Sent 4rm 160by2.co
spam,WORK on MOBILE.  Earn 5000+ Per day.  Easy and simple advertising activities CALL Ajit-9004545490 - Vertex Services.
spam,reat Investment with assured return *Commercial space by AIMS Sanya *0km frm Delhi *Nr Metro Station *Sec-15 Noida @ 9500/sqft Call 995309696
spam,reat Deals at The MobileStore. Get Rs 100 Off on mobile purchases above Rs 5000. Rush offer valid till 21st Feb. Show MCoupon RPD897348602131 . T & C
spam,reakng Price Barrier *Supertech presnts Xpandabl Villa's at Yamuna Xprsway *Near Ngt Safari/Racing Track *@26.9 lac onwrds *80% Bank Loan sms IT to 5499
spam,Ready  Dum MaroDum aur nayi movies ke songs sune apne mobile pe MTNL MUSIC STATION par.Dial karen 55000(TOLL FREE). Subcribe kare sirf Rs30/Month.
spam,RC44=Rs40 Talktime!Recharge with RC44  get Rs40 Talktime and for 6months get FULL TALKTIME on all recharge of  Rs10 and above!All Local  STD at 50p/min.Call 14167
spam,RC31 STD Pack now comes with all STD calls@ 40p per min with Rs 11 Talktime. Tariff Validity 30days   Talktime Validty 3days.
spam,Meet The Characters Meet the mutants of 'X-Men: First Class'! Choose a character to find out what powers they possess: 1) Havoc 2) Mystique 3) Beast 4) Banshee ^1/2/3/4 Reply to get a video clip. 
spam,RC130-te Puro TT!Paan Rs130 main account TT totkhonat!Offr 04-06-11 porjonto.WB Class12 result jante sms korun WB12 space Roll No  pathan 543212222.Rs6/sms
spam,RC120 Fullest-Get Fullest Talktime of Rs120 on Easycharge of Rs.120 Today.Get Rs 106.79 instantly and the remaining Rs 13.21 within 48 hours. Recharge Today
spam,RC10=10  RC30=30!Recharge with RC44  get Rs40 Talktime and for 6months enjoy FULL TALKTIME on all recharges of  Rs10 and above!All Local  STD at 50p/min.Call 14167
spam,RC 58 with Extra Benefits! Recharge with Rs.58 & Get 12000 local secs free to any network  Valid for 15 Days.Hurry Recharge Now. Limited Period Offer.
spam,Work from home&Earn Rs.7000/-m. Send Co.¿s SMS from PC to mobile users. Call-9333075338/9333075332 www.cyberjob.in-Sent 4rm 160by2.com
spam,RBI hikes Repo   Reverse Repo rates by 25 bps each to 6.5% & 5.5%. Inflation forecast revised to 7% vs 5.5%. For more log on www.moneycontrol.com
spam,Rate Revsng soon.Xperience Beachside Living.Supertch Holiday Village.Xpandabl Villas at Yamuna XprswaySize 1575/2200 sf@27 lac onwrdsCall: 9999060692
spam,Rate Revsng soon. Xperience Beachside Living. Supertch Holiday Village. Xpandabl Villas at Yamuna Xprsway Size 1575/2200 sf @27 lac onwrds Call-9711155919
spam,Rate Revsng soon. Xperience Beachside Living. Supertch Holiday Village. Xpandabl Villas at Yamuna Xprsway Size 1575/2200 sf @27 lac onwrds Call-9560210003
spam,Rate Revsng soon Xperience Beachside Livng Supertch Holiday Vilage Xpandabl Villas at Yamuna Xprsway Size 1575/2200 sq.ft. @27 lac onwrds Sms IP to 54999
spam,Think Big! Looking for a unique career path? Choose the relevant one for    yourself. 1) Writer 2) Hair Stylist 3) Voice Artiste 4) Documentary Filmmaker 5) Flair Bartender ^1/2/3/4/5 All your replies to Blyk on Aircel are free.
spam,Dating Tips Don t be known as a date  dhakkan ! Here are some simple tips to ensure your first date results in more dates :) Choose an option: 1) Do s 2) Don ts ^1/2 Reply to get basic date rules to keep in mind. 
spam,Rate Revsng soon Xperience Beachside Livng Supertch Holiday Vilage Xpandabl Villas at Yamuna Xprsway Size 1575/2200 sq.ft. @27 lac onwrds Sms ICF to 54999
spam,Rate revisng soon. Supertech presnts 2nd phase of CAPE TOWN at Sec74  Noida *2/3/4 bhk flat@29 lac onwrds *Adjoining 100 acres park Call-9560330007
spam,Rate revisng soon. Supertech presnts 2nd phase of CAPE TOWN at Sec74  Noida *2/3/4 bhk flat@29 lac onwrds *Adjoining 100 acres park Call-9999652149
spam,Work from home&Earn Rs.7000/-m. Send Co. s SMS from PC to mobile users. Call-9333075338/9333075332 www.cyberjob.in-Sent 4rm 160by2.com
spam,Rate revisng soon. Supertech presnts 2nd phase of *CAPE TOWN* at Sec74  Noida *2/3/4 bhk flat@29 lac onwrds *Adjoining 100 acres park Call-9891215530
spam,Rate Revisng after 48 hours'Roti kapda aur Eco village'Noida Xtention*1Bhk 9.8 lac al inclusv*2Bhk 14.5 lac al incl.*Possesn 20 monthssms ICF to 5499
spam,Rare Opportunity in Delhi!  Metroplex East. DDA Approved  Premium Retail/Office  Laxmi Nagar District Centre. Next 2 Metro. Possession 24Mths. Call.8826871425
spam,L3 Level hiring in TOP Noida Bpo with 18k inhand sal+inc+US insurance C.service.Call us as limited seats available.Uk & Dayshift also available.Sonam/9871389382
spam,Ranja Rick ar Reshmi ki parbe school-e bhorti hote?1.Hya 2.Na TYPE:DMN<space>1/2 pathan 9246113355  Dekhun DADAMONI Mon-Fri7.30pm Rupashi Banglay ar jitun prize
spam,Rango Ka Tyohar Holi ka Hota Hai .Janiye Es Bar ki Holi Aapke liye kya sandesh Lekar Aayi hai dial 53300.Rs 6/m Reliance
spam,Champions League Manchester United will clash with which European team in the final of the Champions League? 1) Chelsea 2) Barcelona 3) Real Madrid ^1/2/3 All your replies to Blyk on Aircel are free. 
spam,Ramprastha SKyz Ultra Luxury Apts On Dwarka Xpresway @Reasonable rates   3bhk Starting 56 lacs wid A.cs/ Modular kitchen  Wooden Flooring .Call 9999210532
spam,RAMPRASTHA SKYZ PREMIUM CONDOMINIUMS IN SEC 37-D GGN *0KM FROM DWARKA EXP & METRO *450 ACRES TOWNSHIP *AC APPT AVAIL INAUGURAL DISCT SMS DH TO 5676706
spam,Ramprastha launches THE EDGE 2/3/4BHK premium homes in sec 37D Gurgaon   Adjacent to Dwarka exp way. NO EMI till possession.Call 9999311004 sms TSEED to 56070
spam,Ramprastha has Launched The Edge Towers in Gurgaon  @2800/-*Home Loan @ 0*% Just Pay 15% Now & EMI Starts On Possession 2/3/4 BHK Luxurious Flats Cal- 9650988282
spam,WORK FROM HOME  US BASED MNC  EARN EXTRA INCOME UP TO 30K TO 1LAK. FOR APPOINTMENT CALL Chetanya 9268192641.
spam,RAMPRASTHA *SKYZ* PRICE REVISING SOON *450 ACRES TOWNSHIP *PREMIUM APPTS SEC 37-D GURGAON *0KM FROM DWARKA EXP & METRO *AC APPARTMENTS sms SKYZ to 53456
spam,RAMPRASTHA 'SKYZ' PRICE REVISING SOON PREMIUM APPTS IN SEC 37-D GURGAON
spam,Ramprastha  Launches SKYZ 3BHK FULLY AC APPARMENT 10 minutes from Honda Chowk NH-8   Dwarka Exp Sec-37D Ggn   Just Rs.3250/-sq ft .for best deal Call :-8800895405
spam,Rakhte Hai Dil Me Jis Baat Ko!Janna Chahte Hai Woh Kya Kehna Chahte Hai Apko?Sms HEART (Apka Naam) to 53131.Eg HEART NITI.Rs 3/Sms.Reliance
spam,Rakhiye unlimited ganne   jokes apne my zone mein bilkul FREE   Kisi bhi song ko sunte hue 5 dabayen. Sirf Mitti Ke Rang mein   Dial 543340 Toll Free.
spam,Ideal Summer Fabric Wrong fabrics make your skin itch in the summer? Here are some light  breathable cotton fabrics to sooth your skin in the summer. ^Yes All your interactions with Blyk on Aircel are free. 
spam,Raheja Builders Presenting Raheja Shilas Fully A.C.independent floors@4175sqft@Dwrka Xprswy Wid mod kitchen@affordable price. For Best Deal. sms UN to 53456
spam,Raghu ki *#%+& ..... How the **** does he get away with this... Watch Roadies 8 tonight @ 7pm   to catch the madness. Only on MTV.
spam,raffic Alert ab aapko batayega kahan hai traffic zyada. Dial karein *646*735# (toll-free) aur paayein Traffic Alert kewal Re1/Din mein
spam,R/R recommends: LOGIX BLOSSOM GREENS.*2/3/4BHk Apts.*Sec143 on Noida X-way & FNG.*Possession in 18 mnths.*Starting BSP@23.52L on DP.For booking sms REN to 53456
spam,R/R recommends: LOGIX BLOSSOM GREENS.*2/3/4BHk Apts.*Sec143 on Noida X-way & FNG.*Possession in 18 mnths.*Starting BSP@22.21L on DP.For booking.sms REN to 53456
